station_number,station_name_english,stn_name_heb,first_data_date,last_data_date
210753,ELON,אילון,2004-09,2024-04
210800,BAR'AM,ברעם,1950-09,1976-05
210801,BAR'AM,ברעם,1976-10,1983-01
210803,BAR'AM PLANTATIONS,ברעם - מטעים,1996-09,2024-04
210900,FASSUTA,פסוטה,1959-09,1979-05
210901,FASSUTA,פסוטה,1979-10,2001-05
210902,FASSUTA,פסוטה,2001-09,2021-05
210903,FASSUTA,פסוטה,2021-12,2024-04
210950,REIHANIYYE,ריחאנייה,1940-09,1988-05
210970,ALMA,עלמה,1962-09,1966-05
211000,ELQOSH -DEIR EL QASI,אלקוש - דיר אלקאסי,1945-09,1948-05
211010,MATTAT,מתת,1981-03,2024-04
211020,EN ZIV,עין זיו,1960-09,1994-05
211030,ABBIRIM,אבירים,1985-01,2003-05
211032,ABBIRIM,אבירים,2003-09,2014-07
211050,SASA,סאסא,1945-09,1967-05
211051,SASA,סאסא,1967-09,1974-05
211100,KABRI,כברי,1949-09,2024-04
211150,MI'ELYA SCHOOL,"מעיליא בי""""ס",1934-09,2003-05
211152,MI'ELYA,מעיליא,2003-09,2024-04
211200,ME'ONA,מעונה,1942-09,1976-05
211250,HURFEISH,חורפיש,1949-09,1983-05
211251,HURFEISH,חורפיש,1993-03,2024-04
211253,HURFEISH CENTER,חורפיש מרכז,2019-09,2024-04
211298,GA'TON,געתון,1982-09,2013-05
211299,GA'TON,געתון,1973-09,1982-05
211300,GA'TON,געתון,1954-09,1973-05
211320,HAR MERON FIELD SCHOOL,"הר מירון בי""""ס שדה",1968-09,2000-05
211325,HAR MERON FIELD SCHOOL,"הר מירון בי""""ס שדה",2004-09,2007-05
211330,KEFAR VRADIM,כפר ורדים,2023-01,2024-04
211350,YEHI'AM,יחיעם,1948-09,2024-04
211400,PEQIIN SCHOOL,"פקיעין בי""""ס",1949-09,1973-05
211401,PEQIIN,פקיעין,2003-09,2024-04
211415,KAFR MAKHUL,כפר מחול,1969-10,2011-03
211450,YANUH,יאנוח,1949-09,1973-05
211465,TEFEN,תפן תעשיות,1999-09,2024-04
211470,KEFAR SUMEI,כפר סומיע,1963-01,1976-05
211471,KEFAR SUMEI,כפר סומיע,1978-12,2009-07
211472,KEFAR SUMEI,כפר סומיע,2009-08,2024-04
211500,PEQIIN,פקיעין,1945-09,1976-05
211600,MERON,מירון,1950-09,2013-01
211605,MERON NORTH,מירון צפון,2008-09,2024-04
211700,BIRIYYA,בירייה,1948-09,1956-05
211750,BIRIYYA FOREST,בירייה ייעור,1957-09,1979-08
211780,NAHAL AMMUD,נחל עמוד,1991-09,2000-05
211782,NAHAL AMMUD UPPER,נחל עמוד עליון,2000-09,2024-04
211850,ZEFAT SCOTS COLLEGE,צפת הקולג' הסקוטי,1926-01,1937-05
211890,ZEFAT HAR KENAAN,צפת הר כנען,2004-10,2024-04
211900,ZEFAT HAR KENAAN MAN,צפת הר כנען מאוישת,1939-09,2024-04
211920,KISRA,כסרא,1961-09,1970-05
211940,BEIT JANN SCHOOL,"בית ג'ן בי""""ס",1999-10,2013-07
211941,BEIT JANN,בית ג'ן,2013-08,2024-04
211950,BEIT JANN,בית ג'ן,1945-09,1976-03
211960,BEIT JANN,בית ג'ן,2003-09,2013-05
212000,ZEFAT GOV. SCHOOL,"צפת בי""""ס ממשלתי",1940-09,1947-05
212050,ROSH PINNA ZEFAT ROAD,ראש פינה כביש צפת,1943-09,1947-05
212100,ROSH PINNA SCHOOL,"ראש פינה בי""""ס",1907-09,1947-05
212120,ROSH PINNA,ראש פינה,1966-09,1973-05
212121,ROSH PINNA,ראש פינה,1973-10,1996-05
212150,KAFAR YASIF,כפר יאסיף,1945-09,2008-05
212168,HARASHIM MAN,חרשים מאוישת,2008-09,2024-04
212169,HARASHIM,חרשים,1989-09,2008-05
212170,HARASHIM,חרשים,1983-10,1989-05
212171,HARASHIM,חרשים,2008-09,2024-04
212200,YIRKA,ירכא,1949-09,1991-05
212220,RAMAT TEFEN - KISHOR SET.,רמת תפן - היאחזות כישור,1976-10,1977-11
212230,HEMDAT YAMIM -TIRAT YAEL,חמדת ימים - טירת יעל,1954-09,1968-01
212350,AMIRIM,אמירים,1950-11,1973-05
212351,AMIRIM,אמירים,1973-09,2011-03
212352,AMIRIM,אמירים,2012-09,2024-04
212400,NAHEF,נחף,1945-09,1990-05
212450,RAME,ראמה,1940-09,1987-05
212499,HANANYA FARM,חוות חנניה,1973-09,1992-05
212500,HANANYA FARM,חוות חנניה,1933-09,1973-05
212550,SHEFER,שפר,1958-09,1968-11
212600,PAROD,פרוד,1950-09,1977-05
212601,PAROD,פרוד,1977-09,2024-04
212650,AMMI'AD,עמיעד,1947-09,1977-05
212651,AMMI'AD KIBBUTZ,עמיעד קיבוץ,1977-10,2024-04
212670,AMMI'AD,עמיעד,2004-04,2024-04
212690,DEIR ELASAD,דייר אל-אסד,1980-10,1993-05
212695,TUVAL,תובל,1984-01,1986-05
212696,TUVAL,תובל,2015-02,2024-04
212700,MAJD ELKURUM,מג'ד אלכרום,1945-09,1976-05
212701,MAJD ELKURUM,מג'ד אלכרום,1976-10,1995-05
212720,KARMI'EL,כרמיאל,1963-10,1969-05
212721,KARMI'EL,כרמיאל,1976-10,1979-05
212800,MORAN,מורן,1978-04,1981-05
212802,MORAN,מורן,1992-09,1995-05
212820,QADDARIM,קדרים,1983-10,1985-12
212830,KORAZIM,כורזים,1985-09,1991-10
212840,MIKHMANNIM,מכמנים,1993-09,2024-04
212845,ESHHAR,אשחר,2005-11,2014-08
212846,ESHHAR,אשחר,2014-09,2024-04
212850,MAGHAR,מע'אר,1946-09,1967-05
212870,HUQOQ 2,חוקוק 2,1966-09,1969-10
212900,YAVOR,יבור,1954-09,1975-05
212901,YAVOR,יבור,1975-10,2012-12
212950,HUQOQ,חוקוק,1945-09,2024-04
212975,YA'AD,יעד,1981-11,1995-05
212980,YUVALLIM,יובלים,1993-09,2024-04
212990,KABUL - DAMUN,כאבול - דמון,1945-09,1948-05
213000,SAKHNIN,סח'נין,1945-09,1984-05
213005,SAKHNIN MET. STATION,סח'נין תחנה מטאו',1975-09,1980-05
213010,LESHEM,לשם,1986-09,2012-05
213049,DEIR HANNA,דייר חנא,1979-09,2001-05
213050,DEIR HANNA,דייר חנא,1955-09,1978-05
213052,DEIR HANNA MAN,דייר חנא מאוישת,1994-09,2024-04
213053,DEIR HANNA,דייר חנא,2004-09,2018-04
213054,DEIR HANNA,דייר חנא,2020-03,2024-04
213070,ZALMON,צלמון,1966-10,1997-05
213071,ZALMON,צלמון,2004-09,2012-02
213095,TAMRA,טמרה,1975-11,1993-05
213100,TAMRA,טמרה,1950-09,1974-05
213101,TAMRA,טמרה,1974-10,1999-05
213119,HARARIT,הררית,1997-09,2024-04
213120,HARARIT,הררית,1982-10,1997-05
213130,YAHAD,יחד,2003-09,2024-04
213150,ARRABE,עראבה,1940-09,1956-05
213160,SHEKHANYA,שכניה,1997-09,2024-04
213165,QORANIT,קורנית,1983-06,1984-11
213170,YODEFAT,יודפת,1960-09,1974-05
213171,YODEFAT,יודפת,1974-09,1976-05
213172,YODEFAT,יודפת,1976-09,1994-11
213173,YODEFAT,יודפת,1997-02,2024-04
213180,MIZPE AVIV,"מצפה אבי""""ב",2001-09,2004-05
213200,EILABUN,עיילבון,1955-09,2000-05
213201,EILABUN,עיילבון,2001-09,2024-04
213210,MASSAD,מסד,1988-09,1993-05
213211,MASSAD,מסד,1997-03,1998-05
213212,MASSAD,מסד,2006-01,2024-04
213220,KAOKAB,כאוכב,1979-12,1988-05
213221,KAOKAB,כאוכב,1990-09,2024-04
213240,MORESHET,מורשת,2001-11,2024-04
213250,KAFAR MANDA,כפר מנדא,1945-09,1948-05
213350,ARBEL,ארבל,1951-09,1963-03
213400,SHEFAR'AM,שפרעם,1940-09,1974-05
213401,SHEFAR'AM,שפרעם,1974-09,2000-05
213450,KEFAR HITTIM,כפר חיטים,1945-09,1966-05
213451,KEFAR HITTIM,כפר חיטים,1967-09,2024-04
213500,BET NETOFA EXPER. POND,בית נטופה ברכת נסיון,1955-09,1965-05
213550,TEL HATENIM,תל התנים,1949-09,1951-05
213598,LAVI,לביא,1973-09,2024-04
213599,LAVI,לביא,1970-09,1973-05
213600,LAVI,לביא,1949-09,1970-05
213650,MIZPA,מצפה,1920-09,1978-05
213651,MIZPA,מצפה,1978-10,1999-05
213652,MIZPA,מצפה,2004-12,2024-04
213679,BET RIMMON,בית רימון,1997-09,1999-05
213680,BET RIMMON,בית רימון,1980-10,1987-11
213681,BET RIMMON,בית רימון,1989-09,2024-04
213700,TUR'AN,טורעאן,1949-09,1961-05
213702,TUR'AN,טורעאן,1980-09,1999-05
213750,LUBIYA,לוביה,1945-09,1948-05
213770,HARDUF,הרדוף,1983-10,1984-05
213775,HARDUF,הרדוף,2000-03,2024-04
213780,BET NETOFA,בית נטופה,1967-01,1996-05
213800,BET NETOFA DAM,בית נטופה סכר,1952-09,1962-05
213850,ILANIYYA,אילנייה,1933-09,1965-05
213851,ILANIYYA,אילנייה,1963-11,1968-10
213880,MENURIM,מנורים,1955-09,1988-05
213881,MENURIM,מנורים,1998-09,2024-04
213894,HOSHA'AYA,הושעיה,2011-09,2012-02
213895,HOSHA'AYA,הושעיה,2000-09,2002-05
213900,HASOLELIM,הסוללים,1950-09,1985-05
213901,HASOLELIM,הסוללים,1985-10,2013-11
213902,HASOLELIM,הסוללים,2022-08,2024-04
213905,ALLON HAGALIL,אלון הגליל,2002-09,2024-04
213950,ZIPPORI -SAFFURIYA,ציפורי - סאפוריה,1945-09,1948-05
214000,TSIPORI WADI,ציפורי - ואדי,1951-10,1953-05
214050,KAFAR KANNA,כפר כנא,1951-09,1971-05
214052,KAFAR KANNA,כפר כנא,1981-10,2018-06
214100,SEDE ILAN,שדה אילן,1951-09,1964-05
214101,SEDE ILAN,שדה אילן,1970-09,2024-04
214140,LAVI ORCHARD,לביא פרדס,1966-09,1978-05
214150,LAVI YAVNEEL FIELDS,לביא שדות ביבנאל,1956-09,1966-05
214200,HAZORE'IM,הזורעים,1942-09,1973-05
214201,HAZORE'IM,הזורעים,1973-10,1997-05
214202,HAZORE'IM,הזורעים,1997-09,2024-04
214250,BET LEHEM HAGELILIT,בית לחם הגלילית,1957-09,1978-05
214251,BET LEHEM HAGELILIT,בית לחם הגלילית,1978-10,2019-05
214252,BET LEHEM HAGELILIT,בית לחם הגלילית,2019-08,2024-04
214300,ZIPPORI SCHOOL,ציפורי בית ספר,1958-09,1975-05
214301,ZIPPORI SCHOOL,ציפורי בית ספר,1975-10,1984-05
214400,RAMAT HADASSA,רמת הדסה,1949-09,1963-12
214450,ALLONE ABBA - WALDHEIM,אלוני אבא - ולדהיים,1914-01,1937-05
214451,ALLONE ABBA - NEWE YAAR,אלוני אבא - נווה יער,1948-09,1954-05
214500,PORIYYA,פורייה,1940-09,1949-05
214550,SHA'AR HAAMAQIM,שער העמקים,1936-09,1976-05
214551,SHAAR HAAMAQIM,שער העמקים,2022-08,2024-04
214580,QIRYAT TIV'ON,קריית טבעון,2003-09,2024-04
214600,ALLONIM,אלונים,1939-10,1970-05
214649,EIN MAHEL,עין מאהל,1973-10,1974-05
214650,EIN MAHEL,עין מאהל,1954-09,1973-05
214700,BET QESHET,בית קשת,1946-09,2016-07
214701,BET QESHET,בית קשת,2016-08,2024-04
214750,KAFAR KAMA,כפר כמא,1946-09,1994-02
214790,SARONA - MOSHAV,שרונה מושב,1939-09,1946-05
214800,SARONA - MOSHAV,שרונה מושב,1946-09,2000-05
214810,SARONA - MOSHAV,שרונה מושב,2000-09,2024-04
214850,ILUT,עילוט,1940-09,1948-05
214900,NAZARETH FOR NURS,נצרת משתלות היעור,1921-09,1978-05
214910,NAZARETH,נצרת,2023-08,2024-04
214950,YAVNIEL - BET GAN,יבניאל - בית גן,1946-09,2016-09
215000,QIRYAT AMAL,קריית עמל,1943-09,1953-05
215050,TIMRAT - TIMORIM,תמרת - תימורים,1950-09,1954-05
215051,TIMRAT,תמרת,2004-09,2024-04
215100,KEFAR HAHORESH,כפר החורש,1936-09,1999-05
215150,NAZARETH ORPHANAGE,נצרת בית היתומים,1934-09,1948-05
215200,NAZARETH SCOT HOSPITAL,נצרת ביח סקוטי,1869-05,1907-05
215250,NAZARETH WAGNER MILL,נצרת מטחנת וגנר,1908-09,1939-05
215300,NAZARET SCHOOL (BOYS),"נצרת בי""""ס לבנים",1946-09,1958-05
215350,NAZERAT ILLIT,נצרת עילית,1959-09,1968-01
215351,NAZERAT ILLIT,נצרת עילית,1968-02,1988-05
215400,TAVOR KADOORIE,תבור כדורי,1935-09,1981-05
215401,TAVOR KADOORIE,תבור כדורי,1967-10,1969-05
215402,TAVOR KADOORIE MAN,תבור כדורי מאוישת,1981-09,2009-12
215403,TAVOR KADOORIE,תבור כדורי,2002-09,2024-04
215450,YAVNE'EL,יבנאל,1912-09,1984-01
215451,YAVNE'EL NAFTALI SCHOOL,"יבנאל בי""""ס נפתלי",1961-09,1982-05
215452,YAVNE'EL MAN,יבנאל מאוישת,1983-09,2024-04
215454,YAVNE'EL,יבנאל,2002-09,2024-04
215500,ALUMMOT,אלומות,1947-09,1968-05
215530,TAVOR AGR SCHOOL,"תבור בי""""ס חקלאי",1969-10,1992-05
215550,DABURIYYA,דבורייה,1953-09,1976-05
215600,SHADMOT DEVORA,שדמות דבורה,1939-09,1968-05
215601,SHADMOT DEVORA,שדמות דבורה,1969-10,1973-05
215650,YAFIA,יפיע,1952-09,1982-05
215660,NAZARETH - BIR ELAMIR,נצרת - ביר אלאמיר,1972-09,1975-01
215700,IKSAL,אכסאל,1954-09,1974-05
215701,IKSAL,אכסאל,1979-10,2021-05
215702,IKSAL,אכסאל,2023-09,2024-04
215740,SHIBLI,שבלי,1963-09,1987-05
215750,KEFAR TAVOR,כפר תבור,1933-09,1999-05
215850,MIGDAL HAEMEQ,מגדל העמק,1958-09,1966-01
215950,KEFAR KISCH,כפר קיש,1950-09,1978-05
215951,KEFAR KISCH,כפר קיש,1978-09,1985-05
215952,KEFAR KISCH,כפר קיש,1991-09,1995-05
215953,KEFAR KISCH,כפר קיש,1995-09,2018-06
215970,EN DOR,עין דור,1973-09,1996-05
215971,EN DOR,עין דור,1996-09,2006-09
216000,SIRIN,סירין,1957-09,1973-12
216020,TEL RECHESH ASCENT,תל רכש מעלה,1971-03,1973-05
216050,DAVERAT,דברת,1947-09,2024-04
216060,RAMAT SIRIN,רמת סירין,1981-10,1989-05
216070,TEL HAGAL ASCENT,תל חגל מעלה,1971-04,1973-05
216080,RAMAT SIRIN,רמת סירין,1966-10,1983-05
216100,GAZIT,גזית,1949-09,1977-05
216101,GAZIT,גזית,1977-10,2024-04
216140,RAMAT ZEVI,רמת צבי,1964-10,1966-04
216150,KAFRA - RAMAT KOKHAV,כפרא - רמת כוכב,1946-09,1948-05
216250,SHOSHANA FARM,אחוזת שושנה,1960-09,2014-10
216255,KOHAV HAYARDEN,כוכב הירדן,2014-09,2024-04
220010,GIVAT ZEID,גבעת זייד,1944-09,1980-12
220015,QIRYAT HAROSHET,קריית חרושת,1995-09,2013-12
220040,RAMAT YISHAY,רמת ישי,1965-10,1970-05
220048,NEWE YAAR,נווה יער,2005-09,2024-04
220049,NEWE YAAR MAN,נווה יער מאוישת,1992-09,2024-04
220050,NEWE YAAR,נווה יער,1954-09,1992-05
220100,SEDE YA'AQOV,שדה יעקב,1941-01,1976-05
220101,SEDE YA'AQOV,שדה יעקב,1976-10,2008-05
220102,SEDE YA'AQOV,שדה יעקב,2009-09,2024-04
220130,BET SHE'ARIM,בית שערים,1943-09,1952-05
220150,NAHALAL AGR SCHOOL,"נהלל בי""""ס חקלאי",1936-09,1953-05
220200,NAHALAL ELEMENTARY SCH.,"נהלל בי""""ס יסודי",1921-09,1941-05
220250,KEFAR HA HORESH FIELDS,כפר החורש שדות,1956-09,1965-12
220300,KEFAR YEHOSHUA,כפר יהושע,1927-09,2024-04
220301,KEFAR YEHOSHUA 2,כפר יהושע 2,1974-10,1983-05
220302,KEFAR YEHOSHUA 2,כפר יהושע 2,1983-09,2006-10
220350,RAMAT DAWID,רמת דוד,1936-09,2024-04
220400,GEVAT,גבת,1936-09,1948-05
220450,GEVAT - JABATA,גבת - ג'בתא,1926-09,1935-05
220500,KEFAR YEHOSHUA FIELDS,כפר יהושע שדות,1944-09,2005-05
220530,MIZRA PLANTATION,מזרע מטעים,1969-03,2024-04
220550,GINNEGAR,גיניגר,1926-09,2024-04
220600,SARID,שריד,1928-09,1977-05
220601,SARID,שריד,1977-10,2024-04
220650,TEL ADASHIM,תל עדשים,1926-09,1976-05
220651,TEL ADASHIM,תל עדשים,1977-09,2002-05
220652,TEL ADASHIM,תל עדשים,2003-09,2024-04
220750,YOQNE'AM,יקנעם,1959-09,1999-05
220800,KEFAR BARUKH,כפר ברוך,1936-09,1941-05
220850,MIZRA,מזרע,1928-09,2024-04
220900,HAZOREA,הזורע,1936-09,1988-05
220901,HAZOREA,הזורע,1988-09,2024-04
220950,KEFAR BARUKH DAM,כפר ברוך סכר,1954-09,2016-05
220980,KEFAR GID'ON,כפר גדעון,1979-01,1997-05
220981,KEFAR GID'ON,כפר גדעון,1997-09,2024-04
221000,NAHLAOT,נחלאות,1955-09,1976-05
221050,BALFURYA,בלפוריה,1922-09,1938-05
221100,AFULA ILLIT - KEFAR YELADIM,עפולה עלית - כפר ילדים,1920-09,1965-05
221110,AFULA UPPER TOWN,עפולה עלית,1976-03,1980-05
221150,AFULA HOSPITAL,"עפולה בי""""ח",1939-09,1952-05
221200,MISHMAR HAEMEQ,משמר העמק,1928-09,1960-05
221201,MISHMAR HAEMEQ,משמר העמק,1960-09,1998-05
221202,MISHMAR HAEMEQ,משמר העמק,1998-09,2024-04
221250,HAYOGEV,היוגב,1952-09,1958-05
221251,HAYOGEV SCHOOL,"היוגב בי""""ס",1959-09,1969-05
221252,HAYOGEV,היוגב,1970-10,2024-04
221300,AFULA POLICE,עפולה משטרה,1933-09,1938-05
221350,AFULA SOUTH WEST,עפולה דרום מערב,1938-09,1978-05
221400,AFULA MIZRAHI SCHOOL,"עפולה בי""""ס מזרחי",1939-09,1951-05
221450,MERHAVYA MAN,מרחביה מאוישת,1920-09,2017-06
221455,MERHAVYA,מרחביה,2008-05,2017-06
221500,SULAM,סולם,1955-09,1990-05
221520,MERHAVYA SETTLEMENT,מרחביה מושב,1967-09,2005-10
221521,MERHAVYA SETTLEMENT,מרחביה מושב,2005-11,2024-04
221550,MEGIDO AERODROME,מנחת מגידו,1959-09,1963-02
221600,AFULA FARM,עפולה חוות למוד,1942-09,1976-05
221601,AFULA FARM,עפולה חוות למוד,1977-09,1994-05
221602,AFULA NIR HAEMEQ MAN,עפולה ניר העמק מאוישת,1994-09,1997-05
221604,AFULA NIR HAEMEQ,עפולה ניר העמק,2003-09,2024-04
221632,RAMAT ZEVI,רמת צבי,1974-09,1981-01
221633,RAMAT ZEVI,רמת צבי,1995-09,2024-04
221650,MOLEDET,מולדת,1938-01,2024-04
221700,MEGIDDO,מגידו,1931-09,1975-05
221701,MEGIDDO,מגידו,1975-10,2009-05
221705,MEGIDDO GAN LEUMI,מגידו גן לאומי,2000-11,2024-04
221750,GIV'AT OZ,גבעת עוז,1949-09,2010-05
221751,GIV'AT OZ,גבעת עוז,2010-09,2024-04
221769,NIR YAFE SCHOOL,"ניר יפה בי""""ס",1973-09,1978-05
221770,NIR YAFE SCHOOL,"ניר יפה בי""""ס",1970-11,1972-12
221800,YIZRE'EL,יזרעאל,1950-09,1989-05
221801,YIZRE'EL,יזרעאל,1989-09,2016-07
221802,YIZREEL,יזרעאל,2022-08,2024-04
221850,YA'EL HABAD SCHOOL,"יעל בי""""ס חבד",1970-09,1974-05
221851,YA'EL HABAD SCHOOL,"יעל בי""""ס חבד",1974-09,1975-10
221890,DEVORA BARAQ SCHOOL,"דבורה ברק בי""""ס",1970-10,1981-02
221900,DEVORA,דבורה,1957-09,1961-05
222000,MUQEIBILA,מקיבלה,1936-09,1964-09
222010,MUQEIBILA SCHOOL,"מוקיבלה בי""""ס",1970-09,1992-05
230050,KEFAR YEHEZQEL,כפר יחזקאל,1939-09,2024-04
230051,KEFAR YEHEZQEL 2,כפר יחזקאל 2,1962-09,2011-05
230100,KEFAR YEHEZQEL UNI.,כפר יחזקאל אוניברסיטה,1922-09,1947-05
230150,GEVA,גבע,1930-09,1980-05
230200,GEVA  2,גבע 2,1948-09,1997-05
230250,EN HAROD IHUD,עין חרוד איחוד,1951-03,1976-05
230251,EN HAROD IHUD,עין חרוד איחוד,1977-09,1983-05
230252,EN HAROD IHUD,עין חרוד איחוד,1983-09,1994-05
230253,EN HAROD IHUD,עין חרוד איחוד,1994-09,2024-04
230300,EN HAROD MEUHAD,עין חרוד מאוחד,1930-09,2024-04
230330,KEFAR YEHEZQEL FIELD SERVICE,כפר יחזקאל שרות שדה,1963-09,1994-05
230350,EIN HAROD SPRINGS,עין חרוד מעיינות,1922-09,1938-11
230400,TEL YOSEF,תל יוסף,1924-09,1992-05
230402,TEL YOSEF MAN,תל יוסף מאוישת,1994-09,2011-05
230403,TEL YOSEF MAN,תל יוסף מאוישת,2011-09,2022-07
230404,TEL YOSEF MAN,תל יוסף מאוישת,2022-08,2024-04
230450,BET HASHITTA,בית השיטה,1936-09,1977-05
230452,BET HASHITTA,בית השיטה,1977-09,1994-05
230453,BET HASHITTA,בית השיטה,1994-09,2024-04
230455,TEL YOSEF,תל יוסף,2005-09,2006-09
230456,TEL YOSEF,תל יוסף,2007-11,2014-12
230457,TEL YOSEF,תל יוסף,2015-07,2024-04
230460,GILBOA LOCAL COUNCIL,גלבוע מועצה אזורית,1994-09,2002-05
230500,NURIT,נורית,1959-09,1967-05
230520,RAM-ON,רם-און,2004-09,2011-05
230521,RAM-ON,רם-און,2012-02,2024-04
230530,SANDALA,סנדלה,1964-01,1993-05
230550,SEDE NAHUM,שדה נחום,1937-09,2004-05
230600,HAMADYA,חמדיה,1943-09,2005-05
230601,HAMADYA,חמדיה,2005-09,2024-04
230650,HEFZI-BAH GILBOA,חפצי-בה גלבוע,1928-09,1985-12
230702,BET ALFA,בית אלפא,1993-09,2001-05
230703,BET ALFA,בית אלפא,2001-09,2024-04
230750,NIR DAWID,ניר דוד,1938-09,2024-04
230800,MESILLOT,מסילות,1939-09,1999-05
230850,BET SHE'AN,בית שאן,1926-09,1965-05
230900,RESHAFIM,רשפים,1950-09,1968-10
230950,SHELUHOT,שלוחות,1948-09,2024-04
231000,EDEN FARM -FARWANA,חוות עדן - פרואנה,1946-01,1948-05
231001,EDEN FARM,חוות עדן,2002-09,2024-04
240010,YAMOUN,יאמון,1946-09,1948-05
240050,FAQQUA,פקועה,1947-09,1998-05
240080,MA'ALE GILBOA,מעלה גלבוע,1962-12,1971-05
240082,MA'ALE GILBOA MAN,מעלה גלבוע מאוישת,1974-09,2024-04
240090,MA'ALE GILBOA,מעלה גלבוע,2007-02,2024-04
240100,BEIT QAD,בית קד,1943-09,1948-05
240150,JENIN,גנין,1917-09,1948-05
240200,YABAD,יעבד,1940-09,1948-05
240210,MALKISHUA,מלכישוע,1982-09,2000-05
240212,MERAV,מירב,1987-09,2024-04
240250,ARRABA,ערבה,1944-09,1948-05
240300,QABATIYA SCHOOL,"קבטיה בי""""ס",1945-09,1947-05
240350,RABA,רבא,1943-09,1948-05
240400,ATTIL,עתיל,1945-09,1946-05
240450,KAFR RAI,כפר רעי,1945-09,1947-05
240500,MEITHALUN SCHOOL,"מיתלון בי""""ס",1945-09,1948-05
240550,BALA,בלעא,1945-01,1948-05
240600,TUBAS,טובס,1942-09,1948-05
240650,TULKARM,טול כרם,1922-09,1948-05
240700,ANABTA,ענבתא,1941-09,1948-05
240750,BURQA,בורקה,1940-09,1948-05
240850,SABASTIYA,סבסטיה,1940-09,1948-05
240900,TAMMUN,טמון,1945-01,1948-05
240950,TALLUZA,טלוזה,1945-09,1948-05
241000,BEIT LID,בית ליד,1945-09,1948-05
241005,SHAVE SHOMERON,שבי שומרון,2006-12,2024-04
241040,BEQAOT,בקעות,1973-10,1976-05
241050,NABLUS POLICE,שכם משטרה,1922-09,1947-05
241100,NABLUS URBAN POLICE,שכם משטרה עירונית,1944-09,1947-05
241110,ELON MORE,אלון מורה,2003-09,2016-07
241111,ELON MORE,אלון מורה,2022-01,2024-04
241135,QEDUMIM,קדומים,2003-09,2024-04
241145,BERAKHA,ברכה,1999-09,2024-04
241148,MINHELET GAV HAHAR,מנהלת גב ההר,2007-09,2010-05
241150,BET DAJAN,בית דג'ן,1945-09,1948-05
241180,ITAMAR MAN,איתמר מאוישת,2000-09,2009-05
241181,ITAMAR MAN,איתמר מאוישת,2019-01,2024-04
241200,JINSAFUT,גינספוט,1945-09,1948-05
241220,QARNE SHOMERON,קרני שומרון,2004-09,2024-04
241250,AZZUN,עזון,1945-09,1948-05
241260,ITAMAR,איתמר,2004-09,2024-04
241265,ITAMAR HILL 777,איתמר גבעה 777,2006-10,2012-12
241275,MEKHORA,מכורה,1974-09,1976-05
